to_translate;translation
Die Meldebescheinigung können Sie online, schriftlich per Post oder per Fax beantragen. Die persönliche Antragstellung ist im Bürgerbüro Ruppertstraße möglich. Hierfür benötigen Sie einen Termin.;Sie wollen einen Zettel bekommen. \nDieser Zettel heißt: Meldebescheinigung. \nDafür gibt es verschiedene Möglichkeiten:\n\n1. Sie schicken einen Brief. \n2. Sie schicken ein Fax. \n3. Sie machen das über das Internet. \n\nSie können auch persönlich zu uns kommen. \nWir sind im Bürgerbüro in der Ruppertstraße. \nWenn Sie persönlich kommen wollen, brauchen Sie einen Termin.
Aus Datenschutzgründen darf die Meldebescheinigung nur der meldepflichtigen beziehungsweise der bevollmächtigten Person ausgehändigt werden. Das Antragsformular ist vollständig auszufüllen. Zusätzlich werden die Ausweisdokumente der antragstellenden und der bevollmächtigten Person benötigt.;Hier ist die Übersetzung in Leichte Sprache:\n\nWir dürfen den Zettel nur der Person geben, die sich anmelden muss.\nOder einer Person, die etwas für sie erledigen darf.\nDas ist der Schutz für Ihre Daten.\n\nBitte schreiben Sie alle Sachen in das Formular.\nWir brauchen auch den Ausweis.\nVon der Person, die das Formular abgibt.\nUnd von der Person, die etwas für sie erledigen darf.
Voraussetzungen\nDie Anträge können nur bearbeitet werden, wenn Sie in München gemeldet sind oder waren.;Das geht nur, wenn Sie in München wohnen oder gewohnt haben.
Benötigte Unterlagen\n* Identitätsnachweis: Pass oder Personalausweis des Antragstellenden und des Bevollmächtigten\n* gegebenenfalls ausgefüllter Antrag (inklusive Vollmacht)\n* Zahlungsnachweis (bei schriftlichen Anträgen)\n\nWenn Sie die Meldebescheinigung schriftlich beantragen, überweisen Sie vorab die Gebühr an das Kreisverwaltungsreferat:\n\nStadtsparkasse München\n\nIBAN: DE86 7015 0000 0000 2030 00\n\nBIC: SSKMDEMM\n\nVerwendungszweck: 92004301010121\n\nOhne Zahlungsnachweis können eingehende Anträge nicht bearbeitet werden.\n\nDurchschlag oder Kopie des Überweisungsträgers gelten nicht als Zahlungsnachweis.;Was Sie mitbringen müssen:\n* Ein Ausweis: Ihr Pass oder Ihr Personalausweis und der von der Person, die Sie erlaubt hat, das zu tun.\n* Vielleicht ein Formular, wenn Sie es schon ausgefüllt haben. Da steht auch die Erlaubnis von der anderen Person drauf.\n* Einen Beleg, dass Sie gezahlt haben. Aber nur wenn Sie uns das per Post oder E-Mail schicken.\n\nSo überweisen Sie das Geld, wenn Sie uns den Antrag per Post oder E-Mail schicken:\n\nGeben Sie das Geld an die Stadtsparkasse München.\n\nDie Nummer vom Konto ist DE86 7015 0000 0000 2030 00\n\nUnd die andere Nummer dazu: SSKMDEMM\n\nDen Grund für das Zahlen schreiben Sie so: 92004301010121\n\nWir können nur arbeiten, wenn Sie uns den Beleg fürs Zahlen schicken.\n\nEin Durchschlag oder Kopie vom Zettel fürs Überweisen ist kein Beleg fürs Zahlen.
Bearbeitungszeit\nbei persönlicher Vorsprache sofort.\nbei schriftliche Antragstellung: etwa 3 Wochen;Wenn Sie persönlich kommen: sofort.\nWenn Sie einen Brief schreiben: ungefähr 3 Wochen.
Gebührenrahmen\n* Bearbeitungsgebühr pro Bescheinigung: 5 Euro\n* Bearbeitungsgebühr pro mehrsprachiges Formular (Übersetzungshilfe) 5 Euro\n* Bescheinigung für Rentenzwecke: Gebührenfrei;* Kosten pro Bestätigung: 5 Euro\n* Kosten für Formulare in verschiedenen Sprachen: 5 Euro\n* Bestätigung für Rente: Keine Kosten.
Medikamentenhilfe;Hilfe mit Medikamenten.
Münchner Apotheken haben sich bereit erklärt, verschreibungsfreie Medikamente an bedürftige Münchner*innen vergünstigt abzugeben.;Apotheken in München sagen:\nMenschen in München, die nicht viel Geld haben, bekommen Medikamente billiger.\nDie Medikamente braucht man kein Rezept vom Arzt oder von der Ärztin.
Was ist die Medikamentenhilfe München?;Was bedeutet Medikamenten-Hilfe München?\nDie Medikamenten-Hilfe München ist eine Stelle in München. Sie hilft Menschen, die wenig Geld haben. Diese Menschen bekommen dort Medikamente. Medikamente sind Arznei-Mittel oder Heil-Mittel. Sie brauchen die Medikamente, weil sie krank sind. Die Medikamente sind umsonst oder kosten wenig Geld.
Wer bekommt verschreibungsfreie Medikamente billiger?;Wer kann Medikamente ohne Rezept günstiger bekommen?
Nach ärztlicher Rücksprache lassen Sie sich ein sogenanntes „Grünes Rezept“ oder Privatrezept ausstellen. In einer der an dem Projekt 'Medikamentenhilfe' teilnehmenden Apotheken legen Sie Ihr Rezept sowie den München-Pass vor. Sie erhalten dann das verschreibungsfreie Medikament zu einem vergünstigten Preis.;Sprechen Sie mit Ihrem Arzt. Der Arzt gibt Ihnen ein spezielles Rezept. Dieses Rezept ist grün oder ein Privat-Rezept. Dann gehen Sie zu einer Apotheke, die bei dem Projekt 'Medikamenten-Hilfe' mitmacht. In der Apotheke zeigen Sie Ihr Rezept und Ihren München-Pass. Dann bekommen Sie das Medikament, das man ohne Rezept kaufen kann, billiger.
Benötigte Unterlagen\nSie benötigen\n* nach ärztlicher Rücksprache ein 'Grünes Rezept' oder ein Privatrezept\n* einen München-Pass;Sachen, die Sie brauchen:\n\n* Sie müssen mit dem Arzt sprechen. Dann bekommen Sie ein 'Grünes Rezept' oder ein Privat-Rezept.\n* Sie brauchen einen München-Pass.
Frauen-Nacht-Taxi;Das Taxi fährt nur mit Frauen in der Nacht.
Frauen werden bei Taxifahrten zwischen 22 Uhr und 6 Uhr in München durch ein Gutscheinsystem finanziell unterstützt.;In München bekommen Frauen Geld zurück, wenn sie Taxi fahren. Das gilt nur zwischen 10 Uhr abends und 6 Uhr morgens. Frauen bekommen dafür einen Gutschein.
Wer kann Taxi-Gutscheine bekommen?;Wer darf Taxi-Gutscheine haben?
Was kann ich mit einem Taxi-Gutschein machen?;Mit einem Taxi-Gutschein kannst du eine Taxi-Fahrt bezahlen. Es ist wie ein Geld-Geschenk für eine Fahrt mit dem Taxi.
Was gilt es zu beachten?;Auf was muss man achten?
Wie bekomme ich Taxi-Gutscheine?;So bekommst du Gutscheine für das Taxi:\n\n1. Geh zur Stadt-Verwaltung. Frag dort nach Taxi-Gutscheinen.\n2. Du musst einen Antrag ausfüllen. Vielleicht hilft dir jemand dabei.\n3. Wenn der Antrag genehmigt ist, bekommst du die Gutscheine. Meistens per Post.
Ich möchte Taxi-Gutscheine.;Ich will Karten zum Fahren mit dem Taxi.
Was kann ich machen wenn der Taxifahrer die Taxi-Gutscheine noch nicht kennt?;Was mache ich, wenn der Taxifahrer die Taxi-Gutscheine nicht weiß?
Wie kann ich den Antrag an das Kreisverwaltungsreferat stellen?;Wie kann ich den Antrag bei der Kreis-Verwaltung abgeben?
Das Gutscheinsystem unterstützt Frauen finanziell bei einer nächtlichen Taxifahrt in München. Zwischen 22 Uhr und 6 Uhr können Frauen pro Autofahrt einen Wertgutschein in Höhe von fünf Euro einlösen, wenn sie sich zu einer Wohnadresse fahren. Pro Fahrt kann ein Gutschein eingereicht werden, dies gilt auch wenn mehrere Frauen gemeinsam ein Taxi nutzen.;In München gibt es ein Gutschein-System.\nEs hilft Frauen, die nachts Taxi fahren.\nEs gibt Geld für Frauen, die Taxi fahren.\nDas gilt von 22 Uhr abends bis 6 Uhr morgens.\nFrauen können für jede Taxi-Fahrt einen Gutschein einlösen.\nDer Gutschein ist 5 Euro wert.\nSie können den Gutschein benutzen, wenn sie sich zu Hause absetzen lassen.\nFür jede Fahrt kann man nur einen Gutschein nutzen.\nDas gilt auch wenn mehrere Frauen zusammen in einem Taxi sitzen.
Die Gutscheine können von dem berechtigten Personenkreis bei den Bürgerbüros und Sozialbürgerhäusern, der Gleichstellungsstelle für Frauen sowie der Stadtinformation abgeholt werden. Pro Vorsprache können drei Gutscheine von einer Frau abgeholt werden. Die Anzahl der Vorsprachen ist nicht begrenzt.;Frauen, die berechtigt sind, können die Gutscheine an diesen Orten holen:\n* Bei den Bürgerbüros\n* Bei den Sozialbürgerhäusern\n* Bei der Gleichstellungsstelle für Frauen\n* Bei der Stadtinformation\n\nBei jedem Besuch kann eine Frau drei Gutscheine holen. Es gibt keine Begrenzung, wie oft eine Frau kommen darf.
Darf ich als Mann einen Frauen-Nacht-Taxi Gutschein verwenden?\nNein. Das Frauen-Nacht-Taxi ist ein Angebot für Frauen.;Kann ich als Mann einen Gutschein für das Frauen-Nacht-Taxi benutzen? \nNein. Das Frauen-Nacht-Taxi ist nur für Frauen.
Eine Schwangerschaft, ob geplant oder ungeplant, kann eine große Veränderung für Frauen und Ihre Angehörigen bedeuten.;Wenn eine Frau ein Baby bekommt, ist das eine große Veränderung. Das ist so, ob die Frau das Baby geplant hat oder nicht. Auch für die Familie und Freunde der Frau ändert sich viel.
Was macht die Beratungs-Stelle für Schwangere?;Die Beratungs-Stelle hilft Frauen, die ein Baby bekommen. Sie gibt Informationen und Ratschläge.
Worin kann mich die Beratungsstelle für Schwangere beraten?;Was kann die Beratungs-Stelle mir sagen, wenn ich schwanger bin?
Wie kann mir die Beratungsstelle für Schwangere helfen?;Was macht die Hilfe-Stelle für Frauen die ein Baby kriegen?
Ich möchte mich beraten lassen.;Ich will, dass mir jemand etwas erklärt.
Ich möchte einen Termin machen.;Ich will einen Zeitpunkt festlegen.
Wie komme ich zur Beratungsstelle?;Wie finde ich den Weg zum Beratungs-Ort?
Schwangere Frauen und ihre Angehörigen erhalten in einer Schwangerschaftsberatungsstelle Antworten auf ihre Fragen und bei Bedarf Unterstützung und Begleitung durch die Schwangerschaft bis zum vollendeten dritten Lebensjahr des Kindes.\n\nBis zum 3. Geburtstag Ihres Kindes beraten wir Sie rund um Schwangerschaft und Geburt, zu pränataler Diagnostik und bei einer möglichen Behinderung des Kindes.;Wenn Sie ein Baby bekommen, haben Sie vielleicht viele Fragen. In der Beratungs-Stelle für werdende Mütter bekommen Sie Antworten auf Ihre Fragen. Sie können dort Hilfe bekommen. Die Beratungs-Stelle hilft Ihnen, von der Schwangerschaft bis zum 3. Geburtstag Ihres Kindes. Sie beraten Sie auch, wenn Ihr Kind vielleicht eine Behinderung hat.\n
Es gibt für Eltern zahlreiche Möglichkeiten finanzielle Unterstützung zu erhalten.\n\nMeist ist hierfür ein individueller Antrag notwendig.\n\nBei weiterem Beratungs- und Informationsbedarf können Sie gerne mit derstaatlich anerkannten Beratungsstelle für Schwangerschaftsfragen im Gesundheitsreferat\nKontakt aufnehmen.;Eltern können Geld-Hilfe bekommen.\nDafür müssen sie meistens einen Antrag ausfüllen.\n\nBei weiteren Fragen können Sie sich an uns wenden.\nWir sind die Beratungsstelle für Schwangerschaftsfragen beim Gesundheitsamt.
Familienplanung und Verhütung\n\nDie Fragen nach der richtigen Verhütungsmethode stellt sich immer wieder im Leben. Gerade wenn sich die Lebensumstände verändern, gibt es möglicherweise neue Ansprüche an ein Verhütungsmittel.;Familien-Planung und Schützen vor Schwangerschaft\n\nMenschen fragen oft: Wie schütze ich mich am besten vor einer Schwangerschaft? Diese Frage können Menschen oft in ihrem Leben stellen. Besonders wenn sich das Leben ändert. Denn dann brauchen Menschen vielleicht ein anderes Mittel, um sich vor einer Schwangerschaft zu schützen.
Beratung bei ungewollter Schwangerschaft;Hilfe, wenn du schwanger bist und das nicht möchtest.
Schwangerschaftskonfliktberatung\nUnsere staatlich anerkannte Beratungsstelle für Schwangerschaftsfragen berät im Schwangerschaftskonflikt.\nEine Beratungsbescheinigung wird auf Wunsch ausgestellt.;Unsere Beratungsstelle ist vom Staat anerkannt. Wir helfen, wenn es Probleme in der Schwangerschaft gibt. \nWir können eine Bestätigung geben, wenn Sie das wollen. Diese Bestätigung sagt, dass Sie bei uns waren und wir geredet haben.
Unter diesen Voraussetzungen ist in Deutschland der Schwangerschaftsabbruch straffrei:\n\nSchwangerschaftsabbruch nach Beratungsregel\n\nEin Schwangerschaftsabbruch ist straffrei, wenn Sie sich mindestens 3 Tage vor dem Abbruch in einer staatlich anerkannten Beratungsstelle für Schwangerschaftsfragen beraten lassen. Seit der Empfängnis dürfen nicht mehr als 12 Wochen vergangen sein (14. Schwangerschaftswoche). Sie haben ein Recht darauf, unverzüglich beraten zu werden.\n\nMedizinische Indikation\n\nEin Abbruch ist mit einer medizinischen Indikation möglich, wenn ein*e Ärzt*in bestätigt, dass Ihre körperliche oder seelische Gesundheit durch das Fortsetzen der Schwangerschaft ernsthaft gefährdet wäre. Mit einer medizinischen Indikation ist der Abbruch auch nach der 14. Schwangerschaftswoche möglich.;Hier sind die Regeln, wann man eine Schwangerschaft in Deutschland ohne Strafe beenden darf:\n\nSchwangerschaft beenden nach einer Beratung\n\nMan darf eine Schwangerschaft ohne Strafe beenden, wenn man zuerst ein Gespräch in einer Beratungs-Stelle hat. Dieses Gespräch muss man mindestens 3 Tage vor dem Abbruch haben. Die Beratungs-Stelle muss vom Staat anerkannt sein. Seit dem Beginn der Schwangerschaft dürfen nicht mehr als 12 Wochen vergangen sein. Das ist bis zur 14. Schwangerschafts-Woche. Sie haben das Recht, schnell beraten zu werden.\n\nAbbruch wegen einer Krankheit\n\nSie können die Schwangerschaft auch beenden, wenn ein Arzt oder eine Ärztin sagt, dass Ihre körperliche oder seelische Gesundheit durch die Schwangerschaft stark gefährdet ist. Das heißt, dass Sie krank werden könnten. Bei dieser Regelung darf der Abbruch auch nach der 14. Schwangerschafts-Woche gemacht werden.
Gynäkologische Sprechstunde bei Mobilitätseinschränkungen;Sprechstunde beim Frauenarzt, wenn Sie Probleme beim Bewegen haben.
Wenn Sie in Ihrer Beweglichkeit eingeschränkt und auf Hilfsmittel wie einen Rollstuhl angewiesen sind, können Sie die Gynäkologische Sprechstunde besuchen.;Wenn Sie sich nicht gut bewegen können und einen Rollstuhl brauchen, können Sie zum Frauen-Arzt gehen.
Für wen ist die Sprechstunde?;Wer darf zur Sprech-Stunde kommen?
Ist die Sprechstunde barrierefrei?;Kann jeder zur Sprechstunde kommen?
Welche Ärzte gibt es in der Sprechstunde?;Wer ist beim Arzt-Termin dabei?
Was passiert bei der Sprechstunde?;Was ist bei der Sprech-Stunde?
Wo und wann ist die Sprechstunde?;Wo kann man reden?\nWann kann man reden?
Wie kann ich einen Termin vereinbaren?;Wie mache ich einen Termin?
Wie bereite ich mich auf die Sprechstunde vor?;Wie mache ich mich für das Gespräch mit dem Arzt bereit?.
Was muss ich zur Sprechstunde mitnehmen?;Was soll ich mitnehmen, wenn ich zum Arzt gehe?
Kann ich jemanden zur Sprechstunde mitbringen?;Darf ich zur Sprech-Stunde jemanden mitnehmen?
Wie komme ich zur Sprechstunde?;Wann kann ich dich besuchen?
Ich kann nicht zur Sprechstunde kommen.;Ich kann nicht zum Gespräch kommen.
Was bedeutet \"sich frei machen\"?;\
Was ist ein Abstrich?;Ein Abstrich ist eine Untersuchung vom Arzt. Der Arzt nimmt eine Probe von deinem Körper. Zum Beispiel aus deinem Mund. Dafür benutzt er ein Wattestäbchen. Der Arzt schickt die Probe ins Labor. Dort schauen Experten die Probe an. Sie suchen, ob du krank bist.
Behandlungsstuhl;Behandlungsstuhl bedeutet: Stuhl beim Arzt.
Wieso wird die Brust untersucht?;Warum schaut man die Brust an?
Was passiert nach der Untersuchung?;Was kommt nach der Untersuchung?
Benötigte Unterlagen\n* Krankenversicherungskarte\n* ärztliche Vorbefunde (falls vorhanden);Was Sie mitbringen müssen:\n* Karte von Ihrer Krankenversicherung\n* Berichte von Ihrem Arzt, wenn Sie welche haben
Frauen und Mädchen mit Mobilitätseinschränkungen, zum Beispiel Rollstuhlfahrerinnen. Frauen und Mädchen mit Mehrfachfachbehinderung sind ebenfalls herzlich willkommen.;Frauen und Mädchen, die nicht gut laufen können, sind willkommen. Zum Beispiel, wenn sie einen Rollstuhl benutzen. Auch Frauen und Mädchen mit mehreren Behinderungen dürfen gerne kommen.
Die Gynäkolog*innen werden von einer erfahrenen Pflegefachkraft und einer Medizinischen Fachangestellten unterstützt. Es ist jedoch auch möglich, eine eigene Begleitperson mitzubringen.\n\nDie gynäkologische Sprechstunde beinhaltet folgende Angebote:\n* Vorsorgeuntersuchungen\n* Diagnostik und Therapie bei gynäkologischen Beschwerden und Erkrankungen\n* Schwangerschaftsbegleitung\n* Beratung zu Sexualität, Kinderwunsch und Verhütung\n* Begleitung in den Wechseljahren;Die Frauen-Ärzte und Ärztinnen bekommen Hilfe von einer Pflege-Fach-Frau. Eine Frau, die in der Medizin gut ausgebildet ist, hilft auch. Sie können aber auch jemanden mitbringen, der bei Ihnen ist.\n\nIn der Sprech-Stunde für Frauen gibt es diese Sachen:\n* Untersuchungen, um gesund zu bleiben\n* Untersuchung und Behandlung, wenn Sie Probleme oder Krankheiten haben\n* Hilfe und Betreuung, wenn Sie schwanger sind\n* Gespräche über Sex, Kinder bekommen und Verhütung\n* Hilfe, wenn sich Ihr Körper verändert, weil Sie älter werden. Das nennt man Wechsel-Jahre.
Bürgerversammlung;Treffen für alle Leute aus der Stadt.
Einmal im Jahr findet in jedem der Münchner Stadtbezirke eine Bürgerversammlung statt. Hier haben die Bürger*innen das Wort.;Jedes Jahr gibt es ein Treffen in jedem Stadtteil von München. Bei diesem Treffen dürfen die Menschen reden.
Was ist eine Bürgerversammlung?;Eine Bürgerversammlung ist ein Treffen von Leuten, die in einer Stadt oder Gemeinde wohnen. Alle dürfen hingehen. Dort wird über wichtige Sachen gesprochen, die für die Stadt oder Gemeinde wichtig sind. Man kann auch Fragen stellen oder seine Meinung sagen.
Wie läuft eine Bürgerversammlung ab?;Was passiert bei einem Treffen von Bürgern?\n\nAls erstes werden alle Bürger begrüßt. Dann erklärt jemand die Regeln. Jeder darf reden. Aber nicht alle gleichzeitig. Dann wird über ein Thema gesprochen. Zum Beispiel über einen neuen Spielplatz. Dann dürfen alle ihre Meinung sagen. Am Ende wird entschieden, was passiert. Das Treffen ist vorbei, wenn alle Themen besprochen sind. Alle sagen \
Gibt es bei Bürgerversammlungen einen Gebärden-Dolmetscher?;Ist bei Treffen von Bürgern ein Dolmetscher für Gebärden-Sprache da?
Zum Ablauf einer Bürgerversammlung\n\nDie Bürgerversammlungen werden vom Oberbürgermeister, der 2. oder 3. Bürgermeisterin oder einem Stellvertreter/einer Stellvertreterin aus dem Stadtrat geleitet. Auch der zuständige Bezirksausschuss ist durch seine/-n Vorsitzende/-n vertreten und hält, ebenso wie die zuständige Polizei, einen kurzen Bericht. Nach dieser Präsentation der wichtigsten Entwicklungen im Stadtviertel können die Anwohner*innen ihre Fragen, Anregungen und Anliegen zu Stadtteilthemen vortragen und auch eigene Anträge stellen.\nStimmt die Versammlung einem Bürgerantrag mehrheitlich zu, muss er innerhalb von drei Monaten dem Stadtrat oder dem Bezirksausschuss zur weiteren Behandlung vorgelegt werden.\n\nZweck und Aufgabe der Bürgerversammlungen ist die gegenseitige Unterrichtung von Bürgerschaft und Verwaltung, sowie die Einflussnahme der im Stadtbezirk wohnenden Bürger*innen auf und ihre Mitsprache bei Entscheidungen der Stadtverwaltung, die sich in ihrem Stadtbezirk auswirken. Die Stadtverwaltung nimmt die Gelegenheit zum direkten Kontakt und Dialog mit den Münchner*innen sehr gerne wahr.\n\nZu aktuellen Themen im Stadtteil stehen Mitarbeiter*innen aus der Stadtverwaltung als Ansprechpartner*innen zur Verfügung.\n\nBei der Bürgersprechstunde, die von 18 Uhr bis zum Beginn der Bürgerversammlung um 19 Uhr stattfindet, können Sie darüber hinaus mit Vertreter*innen Ihres Bezirksausschusses, der Polizei, des Seniorenbeirats und der Stadtverwaltung persönlich sprechen.\n\nNutzen Sie diese Gelegenheit zur Kontaktaufnahme mit Ihrer Stadtverwaltung München und besuchen Sie die Bürgerversammlung in Ihrem Stadtbezirk!;Die Bürgerversammlungen in München:\n\nDie Bürgerversammlungen in München werden von wichtigen Personen aus der Stadt geleitet. Das kann der Oberbürgermeister sein. Oder die 2. Bürgermeisterin. Oder die 3. Bürgermeisterin. Manchmal leitet auch jemand aus dem Stadtrat die Versammlung.\n\nBei der Versammlung ist auch der Bezirksausschuss dabei. Der Bezirksausschuss ist eine Gruppe von Menschen, die über Dinge in ihrem Stadtteil entscheidet. Jeder Stadtteil hat einen eigenen Bezirksausschuss. Der oder die Vorsitzende dieser Gruppe ist bei der Versammlung dabei.\n\nDie Polizei ist auch da. Sie sagt, was in der letzten Zeit passiert ist.\n\nBei der Versammlung geht es darum, was in Ihrem Stadtteil passiert. Wenn Sie dort wohnen, können Sie Fragen stellen. Sie können Vorschläge machen. Und Sie können sagen, was Sie ändern möchten.\n\nWenn die meisten Menschen bei der Versammlung Ihre Idee gut finden, muss die Stadt darüber nachdenken. Die Stadt hat dann 3 Monate Zeit, um Ihre Idee zu prüfen.\n\nDie Bürgerversammlungen sind dazu da, dass die Menschen und die Stadt miteinander reden. Sie können Einfluss auf Entscheidungen der Stadt haben. Für die Stadt sind die Versammlungen wichtig. Denn so kann die Stadt besser verstehen, was den Menschen wichtig ist.\n\nEs gibt auch immer Leute von der Stadtverwaltung da. Sie wissen viel über bestimmte Themen. Sie können Ihre Fragen beantworten.\n\nVor der Bürgerversammlung gibt es eine Bürgersprechstunde. Sie fängt um 18 Uhr an und geht bis 19 Uhr. Bei der Bürgersprechstunde können Sie mit vielen Personen sprechen. Zum Beispiel mit Leuten vom Bezirksausschuss. Oder mit Leuten von der Polizei. Oder mit Leuten von der Stadtverwaltung.\n\nNutzen Sie diese Chance. Gehen Sie zur Bürgerversammlung in Ihrem Stadtteil. Reden Sie mit der Stadtverwaltung.
